step,option,action,obs,termination_prob,should_terminate,greedy_option,cumulative_reward,average_cumulative_reward,waiting_time,speed,lane_density,queue_length
70.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.5811906, 0.52835506, 0.36984855, 1.0, 0.63402605, 0.42268404, 0.31701303, 1.0, 0.5811906, 0.52835506, 0.0, 1.0, 0.52835506, 0.42268404, 0.0, 1.0, 0.0, 0.15850651, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0",,True,0,-843.0,-215.87572708807394,23.59223300970874,2.7990736177465716,4.853117294822121,77
75.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.5811906, 0.52835506, 0.31701303, 1.0, 0.7396971, 0.42268404, 0.31701303, 1.0, 0.5811906, 0.52835506, 0.0, 1.0, 0.5811906, 0.42268404, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0",,True,0,-923.0,-251.23194073367026,26.60377358490566,2.8941441378215975,4.90595280028179,78
80.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.63402605, 0.52835506, 0.31701303, 1.0, 0.7396971, 0.52835506, 0.36984855, 1.0, 0.5811906, 0.52835506, 0.0, 1.0, 0.63402605, 0.42268404, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0",,True,0,-1009.0,-289.1203436969867,29.495412844036696,2.986489523453603,5.117294822120465,79
85.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.6868616, 0.63402605, 0.36984855, 1.0, 0.7396971, 0.5811906, 0.31701303, 1.0, 0.5811906, 0.52835506, 0.0, 1.0, 0.7396971, 0.42268404, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0",,True,0,-1099.0,-329.6143265121373,32.017699115044245,3.172340195978235,5.32863684395914,81
90.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.79253256, 0.63402605, 0.31701303, 1.0, 0.7396971, 0.5811906, 0.31701303, 1.0, 0.6868616, 0.5811906, 0.0, 1.0, 0.7396971, 0.52835506, 0.0, 1.0, 0.10567101, 0.052835505, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0",,True,0,-1192.0,-372.7336101865305,36.026785714285715,2.4987323820962835,5.381472349418809,86
95.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.8453681, 0.79253256, 0.31701303, 1.0, 0.79253256, 0.63402605, 0.31701303, 1.0, 0.7396971, 0.63402605, 0.052835505, 1.0, 0.7396971, 0.5811906, 0.0, 1.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.0",,True,0,-1289.0,-418.54692967720393,37.60504201680672,2.6130001034821415,5.698485382176823,90
100.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.9510391, 0.8453681, 0.26417753, 1.0, 0.8453681, 0.6868616, 0.31701303, 1.0, 0.8453681, 0.7396971, 0.0, 1.0, 0.7396971, 0.63402605, 0.0, 1.0, 0.10567101, 0.10567101, -0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.0",,True,0,-1391.0,-467.1695831933437,40.41803278688525,2.3190888984183258,5.909827404015498,94
105.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.9510391, 0.8982036, 0.31701303, 1.0, 0.8982036, 0.7396971, 0.36984855, 1.0, 0.9510391, 0.79253256, 0.0, 1.0, 0.79253256, 0.6868616, 0.0, 1.0, 0.10567101, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0",,True,0,-1498.0,-518.7111040336765,42.645669291338585,2.062074325485632,6.174004931313844,99
110.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.9510391, 0.9510391, 0.36984855, 1.0, 0.8982036, 0.79253256, 0.31701303, 1.0, 0.9510391, 0.8982036, 0.0, 1.0, 0.8982036, 0.7396971, 0.0, 1.0, 0.0, 0.10567101, 0.0, 0.0, 0.10567101, 0.052835505, 0.0, 0.0",,True,0,-1607.0,-573.1255488319927,45.968992248062015,2.0926358798818585,6.279675942233181,104
115.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 0.9510391, 1.0, 0.47551954, 0.9510391, 0.8982036, 0.8982036, 0.42268404, 0.9510391, 0.9510391, 1.0, 0.052835505, 0.8453681, 0.8982036, 0.7396971, 0.0, 0.8453681, 0.0, 0.1017964, 0.052835505, -0.15463191, 0.0, 0.0, 0.0, -0.15463191",,True,0,-1724.0,-630.6692713903931,44.12781954887218,1.905203178899588,6.547728073265235,101
120.0,0,2,"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5811906, 0.8453681, 0.8982036, 0.9510391, 0.47551954, 0.8453681, 0.9510391, 1.0, 0.21134202, 0.5811906, 0.8982036, 0.8453681, 0.052835505, 0.5811906, 0.0, 0.0, 0.15850651, -0.26417753, 0.0, 0.10567101, 0.052835505, -0.26417753",,True,0,-1839.0,-691.0858078208735,40.370370370370374,1.7754085888009812,6.596688974991194,97
125.0,0,3,"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6868616, 0.6868616, 0.8982036, 0.9510391, 0.5811906, 0.6868616, 1.0, 1.0, 0.31701303, 0.36984855, 0.8982036, 0.9510391, 0.21134202, 0.31701303, 0.0489609, 0.0, 0.10567101, -0.21134202, 0.0, 0.10567101, 0.15850651, -0.26417753",,True,0,-1952.0,-754.1315174298298,38.096296296296295,2.034334596563943,6.491017964071856,96
130.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.7396971, 0.6868616, 0.9510391, 0.9510391, 0.63402605, 0.6868616, 1.0, 1.0, 0.31701303, 0.21134202, 0.9510391, 0.9510391, 0.26417753, 0.15850651, 0.0, 0.0, 0.0, -0.15850651, 0.052835505, 0.0, 0.052835505, -0.15850651",,True,0,-2069.0,-819.8749415583384,35.76470588235294,1.7130319542789716,6.649524480450863,92
135.0,0,3,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.7396971, 0.6868616, 1.0, 1.0, 0.63402605, 0.6868616, 1.0, 1.0, 0.21134202, 0.21134202, 0.9510391, 0.9510391, 0.052835505, 0.21134202, 0.0, 0.0, -0.10567101, 0.0, 0.0, 0.0, -0.21134202, 0.052835505",,True,0,-2187.0,-888.2311944804214,34.79710144927536,1.8362336102787282,6.747446283902782,87
140.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.63402605, 0.79253256, 1.0, 1.0, 0.63402605, 0.79253256, 1.0, 1.0, 0.10567101, 0.36984855, 1.0, 1.0, 0.052835505, 0.36984855, 0.0, 0.0, -0.10567101, 0.15850651, 0.0489609, 0.0489609, 0.0, 0.15850651",,True,0,-2307.0,-959.1696347564003,36.767605633802816,1.8684884693040857,6.853117294822121,93
145.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.5811906, 0.8982036, 1.0, 1.0, 0.47551954, 0.8982036, 1.0, 1.0, 0.10567101, 0.52835506, 1.0, 1.0, 0.0, 0.47551954, 0.0, 0.0, 0.0, 0.15850651, 0.0, 0.0, -0.052835505, 0.10567101",,True,0,-2424.0,-1032.4111530185803,39.2,2.114949020163718,6.8531172948221215,97
150.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.52835506, 0.8982036, 1.0, 1.0, 0.52835506, 0.8982036, 1.0, 1.0, 0.0, 0.52835506, 1.0, 1.0, 0.052835505, 0.52835506, 0.0, 0.0, -0.10567101, 0.0, 0.0, 0.0, 0.052835505, 0.052835505",,True,0,-2545.0,-1108.0405953676513,42.97872340425532,1.7200417505682986,6.853117294822121,97
155.0,0,2,"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.63402605, 0.8453681, 1.0, 1.0, 0.63402605, 0.8453681, 1.0, 1.0, 0.15850651, 0.47551954, 1.0, 1.0, 0.21134202, 0.47551954, 0.0, 0.0, 0.15850651, -0.052835505, 0.0, 0.0, 0.15850651, -0.052835505",,True,0,-2669.0,-1186.0885655992688,45.51063829787234,1.579071998230405,6.958788305741458,101
160.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.6868616, 0.8453681, 1.0, 1.0, 0.6868616, 0.8453681, 1.0, 1.0, 0.15850651, 0.42268404, 1.0, 1.0, 0.15850651, 0.47551954, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.0, -0.052835505, 0.0",,True,0,-2795.0,-1266.5341373193053,47.36363636363637,1.4088860637745875,7.0644593166607965,99
165.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.6868616, 0.8453681, 1.0, 1.0, 0.6868616, 0.8453681, 1.0, 1.0, 0.15850651, 0.31701303, 1.0, 1.0, 0.10567101, 0.36984855, 0.0, 0.0, 0.0, -0.10567101, 0.0, 0.0, -0.052835505, -0.10567101",,True,0,-2922.0,-1349.30743045334,50.190140845070424,1.363973015304831,7.0644593166607965,94
170.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.63402605, 0.8453681, 1.0, 1.0, 0.63402605, 0.8453681, 1.0, 1.0, 0.052835505, 0.36984855, 1.0, 1.0, 0.052835505, 0.36984855, 0.0, 0.0, -0.10567101, 0.052835505, 0.0, 0.0, -0.052835505, 0.0",,True,0,-3043.0,-1433.992058930673,52.09722222222222,1.7859058353717658,6.958788305741458,92
175.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.52835506, 0.9510391, 1.0, 1.0, 0.5811906, 0.9510391, 1.0, 1.0, 0.0, 0.5811906, 1.0, 1.0, 0.052835505, 0.5811906, 0.0, 0.0, -0.052835505, 0.21134202, 0.0, 0.0, 0.0, 0.21134202",,True,0,-3165.0,-1520.5424559841392,54.97241379310345,1.785775873717696,7.011623811201128,99
180.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.42268404, 0.9510391, 1.0, 1.0, 0.42268404, 0.9510391, 1.0, 1.0, 0.0, 0.7396971, 1.0, 1.0, 0.0, 0.6868616, 0.0, 0.0, 0.0, 0.15850651, 0.0, 0.0, -0.052835505, 0.10567101",,True,0,-3282.0,-1608.6153331849323,60.535714285714285,1.9852446614146158,6.747446283902782,103
185.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 0.8982036, 1.0, 1.0, 0.0, 0.8982036, 0.0, 0.0, 0.0, 0.15850651, 0.0, 0.0, 0.0, 0.21134202",,True,0,-3399.0,-1698.1345665256856,64.37142857142857,2.0448048757227,6.739697076435364,110
190.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.1017964, 0.0, 0.0, 0.0, 0.1017964",,True,0,-3514.0,-1788.9278381994013,68.9136690647482,2.1217669764776175,6.686861570975696,114
195.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.26417753, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-3629.0,-1880.9314462894313,73.54347826086956,2.0334280072735513,6.634026065516027,114
200.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.26417753, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-3743.0,-1974.0348739749597,77.67391304347827,2.0314352164820457,6.581190560056358,114
205.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-3859.0,-2068.2831302762115,81.80434782608695,1.967473577248318,6.686861570975696,114
210.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-3977.0,-2163.7189737624008,87.19852941176471,1.8414659750218036,6.686861570975696,114
215.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-4095.0,-2260.2830250742804,90.06521739130434,2.0322055875241682,6.686861570975696,114
220.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-4210.0,-2357.768873820566,93.5179856115108,2.108949733725997,6.686861570975696,114
225.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-4326.0,-2456.180430129538,97.61870503597122,2.149905851240033,6.686861570975696,114
230.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-4444.0,-2555.5714086230605,103.2043795620438,1.9136729388871678,6.686861570975696,114
235.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.26417753, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-4558.0,-2655.6928381919074,108.15441176470588,1.8903076338321214,6.581190560056358,114
240.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.26417753, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-4673.0,-2756.558196282312,112.34558823529412,1.7892864580116528,6.581190560056358,114
245.0,0,0,"1.0, 0.0, 0.0, 0.0, 0.0, 0.9510391, 1.0, 0.42268404, 1.0, 0.9510391, 1.0, 0.42268404, 1.0, 0.8453681, 1.0, 0.0, 1.0, 0.8453681, 1.0, 0.052835505, 1.0, -0.15463191, 0.0, 0.0, 0.0, -0.15463191, 0.0, 0.052835505, 0.0",,True,0,-4793.0,-2858.3802864681966,106.84558823529412,1.6446673580968436,6.747446283902782,109
250.0,0,2,"1.0, 0.0, 0.0, 0.0, 1.0, 0.8453681, 1.0, 0.52835506, 1.0, 0.8453681, 1.0, 0.5811906, 1.0, 0.5811906, 1.0, 0.10567101, 1.0, 0.5811906, 1.0, 0.15850651, 1.0, -0.26417753, 0.0, 0.10567101, 0.0, -0.26417753, 0.0, 0.10567101, 0.0",,True,0,-4913.0,-2961.1112721447867,94.18115942028986,1.668255712134646,6.800281789362451,103
255.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.79253256, 1.0, 0.5811906, 1.0, 0.8453681, 1.0, 0.63402605, 1.0, 0.36984855, 1.0, 0.10567101, 1.0, 0.42268404, 1.0, 0.10567101, 1.0, -0.21134202, 0.0, 0.0, 0.0, -0.15850651, 0.0, -0.052835505, 0.0",,True,0,-5036.0,-3064.8557085375473,84.72661870503597,1.5852384938718482,6.853117294822121,95
260.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.79253256, 1.0, 0.52835506, 1.0, 0.8453681, 1.0, 0.63402605, 1.0, 0.31701303, 1.0, 0.0, 1.0, 0.31701303, 1.0, 0.0, 1.0, -0.052835505, 0.0, -0.10567101, 0.0, -0.10567101, 0.0, -0.10567101, 0.0",,True,0,-5158.0,-3169.51292311067,79.05797101449275,1.599968260850831,6.800281789362451,88
265.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.79253256, 1.0, 0.52835506, 1.0, 0.8453681, 1.0, 0.5811906, 1.0, 0.36984855, 1.0, 0.0, 1.0, 0.31701303, 1.0, 0.0, 1.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-5275.0,-3274.7872769551363,76.00714285714285,1.9968982360393985,6.747446283902782,89
270.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.8982036, 1.0, 0.52835506, 1.0, 0.8982036, 1.0, 0.52835506, 1.0, 0.47551954, 1.0, 0.0, 1.0, 0.5811906, 1.0, 0.0, 1.0, 0.10567101, 0.0, 0.0, 0.0, 0.26417753, 0.0, 0.0, 0.0",,True,0,-5393.0,-3380.6979131073795,78.21830985915493,1.9887283041279977,6.853117294822121,96
275.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.9510391, 1.0, 0.42268404, 1.0, 0.9510391, 1.0, 0.42268404, 1.0, 0.6868616, 1.0, 0.0, 1.0, 0.6868616, 1.0, 0.0, 1.0, 0.21134202, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0",,True,0,-5509.0,-3487.1130174520104,82.87857142857143,2.0450545331791057,6.747446283902782,102
280.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 0.8453681, 1.0, 0.0, 1.0, 0.8453681, 1.0, 0.0, 1.0, 0.15850651, 0.0, 0.0, 0.0, 0.15850651, 0.0, 0.0, 0.0",,True,0,-5623.0,-3593.90736657941,86.02836879432624,2.1648011036782204,6.686861570975696,108
285.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.15463191, 0.0, 0.0, 0.0, 0.15463191, 0.0, 0.0, 0.0",,True,0,-5739.0,-3701.161998250439,91.3021582733813,1.9778815981105626,6.686861570975696,114
290.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.36984855, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-5853.0,-3808.753898337917,94.72142857142858,2.044252509083295,6.686861570975696,114
295.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-5969.0,-3916.7662034210207,101.69852941176471,1.816542183001653,6.634026065516027,114
300.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.31701303, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-6086.0,-4025.22789324997,105.88970588235294,1.7919728835432072,6.634026065516027,114
305.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.36984855, 0.9510391, 1.0, 1.0, 0.31701303, 0.9510391, 1.0, 1.0, 0.0, 0.8453681, 1.0, 1.0, 0.052835505, 0.8453681, 0.0, 0.0, 0.0, -0.15463191, 0.0, 0.0, 0.052835505, -0.15463191",,True,0,-6203.0,-4134.116498587471,104.43703703703704,1.7020060169129057,6.588939767523776,109
310.0,0,3,"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.52835506, 0.8453681, 1.0, 1.0, 0.47551954, 0.79253256, 1.0, 1.0, 0.10567101, 0.5811906, 1.0, 1.0, 0.10567101, 0.5811906, 0.0, 0.0, 0.10567101, -0.26417753, 0.0, 0.0, 0.052835505, -0.26417753",,True,0,-6320.0,-4243.410673658098,97.27941176470588,1.8123575146509145,6.641775272983445,102
315.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.5811906, 0.79253256, 1.0, 1.0, 0.47551954, 0.79253256, 1.0, 1.0, 0.10567101, 0.36984855, 1.0, 1.0, 0.052835505, 0.42268404, 0.0, 0.0, 0.0, -0.21134202, 0.0, 0.0, -0.052835505, -0.15850651",,True,0,-6437.0,-4353.090139975193,92.48529411764706,1.8144763701010393,6.641775272983445,94
