step,option,action,obs,termination_prob,should_terminate,greedy_option,cumulative_reward,average_cumulative_reward,waiting_time,speed,lane_density,queue_length
115.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.10567101, 0.0, 0.052835505, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.0, -0.10567101, 0.0",,True,0,-79.0,-33.814287466837165,1.75,9.72997022961138,0.3170130327580134,1
120.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.21134202, 0.052835505, 0.052835505, 0.10567101, 0.0, 0.10567101, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0",,True,0,-85.0,-36.3735730934953,2.2142857142857144,9.94673872991432,0.528355054596689,2
125.0,0,0,"1.0, 0.0, 0.0, 0.0, 0.0, 0.15850651, 0.052835505, 0.10567101, 0.10567101, 0.0, 0.10567101, 0.15850651, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0",,True,0,-94.0,-39.254894438820536,0.7058823529411765,10.054314462765047,0.6868615709756957,2
130.0,0,1,"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.052835505, 0.21134202, 0.15850651, 0.0, 0.10567101, 0.15850651, 0.052835505, 0.0, 0.0, 0.052835505, 0.10567101, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0",,True,0,-105.0,-42.54214971687951,1.3888888888888888,8.41776402296036,0.7396970764353645,4
135.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.052835505, 0.26417753, 0.15850651, 0.0, 0.10567101, 0.052835505, 0.15850651, 0.0, 0.052835505, 0.0, 0.10567101, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.052835505, -0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.0",,True,0,-116.0,-46.215042231035525,2.2857142857142856,8.628282995019482,0.7925325818950335,5
140.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.052835505, 0.21134202, 0.15850651, 0.052835505, 0.10567101, 0.0, 0.15850651, 0.0, 0.052835505, 0.0, 0.10567101, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-124.0,-50.10429011948375,3.4761904761904763,8.752594424150702,0.7396970764353645,5
145.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.052835505, 0.21134202, 0.10567101, 0.052835505, 0.10567101, 0.0, 0.052835505, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.052835505, -0.10567101, 0.0, 0.0, 0.0, 0.0",,True,0,-128.0,-53.99907561350956,3.05,6.856964195430093,0.5811905600563579,4
150.0,0,1,"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.052835505, 0.21134202, 0.0, 0.052835505, 0.10567101, 0.0, 0.0, 0.0, 0.052835505, 0.15850651, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-128.0,-57.69912183283408,5.4375,6.065290339614364,0.4226840436773512,6
155.0,0,1,"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21134202, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.21134202, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.052835505, 0.0, 0.052835505, -0.10567101, 0.0, 0.0",,True,0,-128.0,-61.214165741192375,2.5,5.969123592403883,0.3170130327580134,5
160.0,0,2,"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.21134202, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.21134202, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-128.0,-64.55345745413275,4.285714285714286,7.278690263938066,0.36984853821768227,5
165.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.21134202, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15850651, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-132.0,-67.92578458142611,2.4545454545454546,7.828571687350532,0.36984853821768227,2
170.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.10567101, 0.0, 0.052835505, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-134.0,-71.2294953523548,1.8888888888888888,8.376969612888244,0.2641775272983445,1
175.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0",,True,0,-134.0,-74.36802058473707,2.1666666666666665,10.92233436734111,0.3170130327580134,2
180.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.052835505, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.052835505, 0.052835505, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-139.0,-77.59961955550021,3.272727272727273,10.67711404883242,0.4226840436773512,2
185.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 0.15850651, 0.0, 0.052835505, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-146.0,-81.01963857772519,4.181818181818182,9.990037990028071,0.4755195491370201,2
190.0,0,1,"0.0, 0.0, 0.0, 1.0, 1.0, 0.15850651, 0.0, 0.052835505, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.10567101, 0.052835505, 0.0, 0.052835505, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.052835505, 0.0",,True,0,-152.0,-84.56865664883892,5.333333333333333,7.996934875590051,0.4755195491370201,5
195.0,0,0,"1.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.10567101, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, -0.052835505, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.0",,True,0,-156.0,-88.14022381639697,3.5454545454545454,5.446760866095871,0.36984853821768227,3
200.0,0,1,"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.052835505, 0.10567101, 0.0, 0.052835505, 0.052835505, 0.10567101, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505",,True,0,-159.0,-91.68321262557711,5.2727272727272725,7.000828641379711,0.36984853821768227,4
205.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.052835505, 0.10567101, 0.0, 0.052835505, 0.15850651, 0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.052835505",,True,0,-163.0,-95.24905199429826,5.3076923076923075,8.581674537737998,0.4226840436773512,3
210.0,0,1,"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.10567101, 0.10567101, 0.052835505, 0.052835505, 0.26417753, 0.10567101, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-173.0,-99.13659939458334,5.25,10.438490826402669,0.6868615709756957,3
215.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.052835505, 0.052835505, 0.052835505, 0.26417753, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.0, -0.052835505, 0.0",,True,0,-181.0,-103.22976942485417,2.4444444444444446,9.990110217404062,0.6340260655160268,1
220.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.052835505, 0.15850651, 0.10567101, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.052835505",,True,0,-183.0,-107.21828095361145,3.176470588235294,8.987508974325532,0.47551954913702005,4
225.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.10567101, 0.15850651, 0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, -0.052835505, 0.0, 0.0, 0.0, -0.052835505",,True,0,-185.0,-111.10736690593087,3.875,7.306958848595114,0.4226840436773512,3
230.0,0,1,"0.0, 0.0, 0.0, 1.0, 1.0, 0.052835505, 0.0, 0.10567101, 0.0, 0.052835505, 0.10567101, 0.15850651, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.052835505, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0",,True,0,-189.0,-115.00199856063433,6.142857142857143,7.511116005899287,0.4755195491370201,5
235.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.052835505, 0.0, 0.15850651, 0.0, 0.052835505, 0.10567101, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.0, -0.10567101, 0.0",,True,0,-193.0,-118.90189863260262,5.785714285714286,8.394521792063108,0.4755195491370201,2
240.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.052835505, 0.0, 0.21134202, 0.0, 0.052835505, 0.10567101, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.052835505, 0.10567101, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0",,True,0,-196.0,-122.75680370097248,7.230769230769231,8.554971130354614,0.4226840436773512,4
245.0,0,0,"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15850651, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.0, 0.0",,True,0,-195.0,-126.36896351592385,6.75,7.672157057366124,0.2641775272983445,2
250.0,0,1,"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15850651, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-197.0,-129.90051534012767,12.375,5.898387898174539,0.2641775272983445,4
255.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, -0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-198.0,-133.30548957312126,14.428571428571429,5.6609919734633065,0.2113420218386756,2
260.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-198.0,-136.5402150944652,18.5,8.344086049115491,0.1585065163790067,2
265.0,0,1,"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10567101, 0.0, 0.0",,True,0,-197.0,-139.56320433974193,0.0,11.119150085661303,0.1056710109193378,0
270.0,0,1,"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-198.0,-142.48504412275483,0.0,11.092908352172321,0.2113420218386756,0
275.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0",,True,0,-201.0,-145.4107919166171,0.42857142857142855,10.293520522336577,0.2641775272983445,1
280.0,0,1,"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.10567101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-202.0,-148.24025232078623,1.1428571428571428,10.702390972141922,0.2113420218386756,1
285.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.0",,True,0,-203.0,-150.97823970474693,0.14285714285714285,10.677812954537965,0.2113420218386756,1
290.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.052835505, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-204.0,-153.62932771950958,0.8571428571428571,11.480272848348653,0.2113420218386756,1
295.0,0,1,"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.10567101, 0.10567101, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0",,True,0,-208.0,-156.3478613335341,0.09090909090909091,11.315355729547745,0.36984853821768227,1
300.0,0,2,"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.15850651, 0.15850651, 0.10567101, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-217.0,-159.38046826685738,0.6363636363636364,9.139329352160216,0.528355054596689,2
305.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.15850651, 0.10567101, 0.10567101, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, -0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0",,True,0,-224.0,-162.61144485351448,1.1666666666666667,8.860127564746245,0.47551954913702005,2
310.0,0,1,"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.15850651, 0.052835505, 0.15850651, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.10567101, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0",,True,0,-230.0,-165.98087261083876,2.5,6.924796344110423,0.47551954913702005,4
315.0,0,3,"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15850651, 0.052835505, 0.10567101, 0.052835505, 0.0, 0.15850651, 0.052835505, 0.0, 0.15850651, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.052835505, -0.10567101, 0.0, 0.0, 0.0, 0.0",,True,0,-239.0,-169.6318289802968,2.142857142857143,6.299679029662539,0.5811905600563578,5
320.0,0,1,"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.15850651, 0.052835505, 0.052835505, 0.052835505, 0.0, 0.15850651, 0.052835505, 0.0, 0.15850651, 0.052835505, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052835505, 0.0",,True,0,-247.0,-173.50023753128195,4.75,6.202755395106629,0.528355054596689,6
325.0,0,1,"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.10567101, 0.10567101, 0.052835505, 0.052835505, 0.0, 0.15850651, 0.052835505, 0.0, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.052835505, 0.0, 0.0, -0.15850651, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-254.0,-177.52522565471784,3.0,5.853763197427257,0.528355054596689,3
